(0.0, 19.84623908996582)
(0.0, 61.51120376586914)
(0.0, 88.4417724609375)
(0.0, 162.3074951171875)
(0.0, 161.11756896972656)
(0.0, 193.6572265625)
(0.0, 236.84410095214844)
(0.0, 345.2451477050781)
(0.0, 334.1495666503906)
(0.0, 245.20184326171875)
(0.0, 203.73748779296875)
(0.0, 185.76133728027344)
(0.0, 195.48483276367188)
(0.0, 160.188232421875)
(0.0, 125.92411041259766)
(0.0, 110.68658447265625)
(0.0, 52.902244567871094)
(0.0, 27.920869827270508)
